Age,Gender,Purchase Amount (USD),Review Rating,Subscription Status,Discount Applied,Previous Purchases,Item Purchased,Category,Location,Size,Color,Season,Payment Method,Shipping Type,Preferred Payment Method,Frequency of Purchases
67,1,53,2.6,0,1,47,23,0,40,1,17,0,2,0,3,4
20,1,21,4.8,0,1,6,16,1,9,0,5,1,3,0,4,1
37,1,66,4.4,0,1,11,0,0,18,0,3,0,1,3,0,4
69,1,89,4.0,0,1,41,0,0,26,0,13,1,4,0,0,0
66,1,55,3.6,0,1,46,6,0,27,0,1,0,2,0,4,1
37,1,42,3.2,0,1,9,14,0,32,1,1,1,0,2,4,0
63,1,52,3.1,0,1,37,17,0,34,1,13,0,0,0,3,3
47,1,92,4.2,0,1,13,13,1,31,0,1,2,4,0,3,5
26,1,56,3.0,0,1,24,12,0,40,0,22,1,1,0,2,3
68,1,96,4.2,0,1,47,4,0,24,0,7,2,1,3,3,4
51,1,64,2.9,0,1,21,23,0,47,0,18,2,0,2,4,1
48,1,48,3.7,0,1,22,4,0,5,1,9,2,0,4,4,2
60,1,83,3.6,0,1,16,20,0,28,2,0,1,3,1,3,4
68,1,91,3.6,0,1,37,14,0,22,0,21,1,3,3,2,2
25,1,94,4.5,0,1,3,0,0,48,1,6,0,4,0,0,0
57,1,62,3.2,0,1,33,18,0,11,1,17,0,0,0,0,0
41,1,55,3.9,0,1,15,20,0,16,0,9,0,0,2,2,0
59,1,68,4.6,0,1,42,3,2,35,0,14,0,1,4,0,0
44,1,76,2.5,0,1,42,11,0,39,0,8,2,1,0,0,0
42,1,31,4.3,0,1,19,0,0,20,0,0,2,0,0,0,0
35,1,81,4.1,0,1,26,0,0,28,0,0,0,1,4,3,4
36,1,83,4.6,0,1,39,4,0,35,0,17,2,1,1,3,4
54,1,21,4.8,0,1,24,18,0,13,0,0,0,0,3,2,3
37,1,22,4.9,0,1,23,4,0,38,0,19,0,1,0,2,0
20,1,33,2.8,0,1,44,23,0,12,0,1,1,2,1,0,0
23,1,23,4.9,0,1,34,18,0,35,1,0,0,0,3,0,3
61,1,96,3.5,0,1,43,17,0,30,0,19,1,0,1,0,4
37,1,21,3.8,0,1,45,11,0,29,0,11,0,2,0,3,4
23,1,39,4.5,0,1,4,12,0,16,0,23,0,3,0,1,5
63,1,73,3.4,0,1,19,0,0,38,1,8,0,0,0,1,0
47,1,64,3.9,0,1,29,10,0,17,0,10,0,2,3,1,3
63,1,68,4.1,0,1,27,10,0,12,0,0,1,0,0,1,0
56,1,89,3.0,0,1,37,7,0,13,0,11,0,0,0,1,1
68,1,29,3.3,0,1,11,1,0,22,0,10,1,1,2,1,5
64,1,97,4.9,0,1,28,15,0,2,2,19,1,4,1,2,0
62,1,45,4.3,0,1,31,15,0,38,0,13,2,0,2,1,5
34,1,70,4.1,0,1,50,23,0,12,0,3,2,2,1,4,4
49,1,56,4.0,0,1,42,3,2,7,0,20,1,3,0,4,4
40,1,55,5.0,0,1,18,9,2,0,0,15,0,4,0,1,2
50,1,46,3.1,0,1,6,8,0,30,1,19,2,2,0,1,2
25,1,95,4.0,0,1,33,14,0,41,0,22,2,0,0,4,3
30,1,88,3.2,0,1,13,0,0,32,0,11,2,3,0,0,0
54,1,92,3.9,0,1,26,19,1,43,0,21,0,2,3,3,0
40,1,49,3.9,0,1,17,20,0,28,0,2,1,0,0,0,0
49,1,89,4.5,0,1,3,13,1,18,0,8,0,1,1,2,5
27,1,22,4.4,0,1,7,3,2,5,2,0,2,0,4,3,5
27,1,61,3.1,0,1,46,16,1,11,2,0,1,0,0,4,2
48,1,29,2.9,0,1,14,14,0,18,1,12,0,0,3,4,1
40,1,82,3.7,0,1,23,19,1,21,0,13,2,0,1,0,0
67,1,94,3.2,0,1,20,0,0,7,0,15,0,0,0,1,1
52,1,99,3.5,0,1,38,6,0,3,0,12,0,1,3,0,2
22,1,59,3.0,0,1,16,6,0,22,1,4,0,0,1,4,1
62,1,90,4.1,0,1,48,2,1,45,0,22,1,4,2,1,1
20,1,100,2.9,0,1,8,2,1,47,1,17,2,0,0,2,0
41,1,62,3.8,0,1,16,12,0,36,0,1,2,3,2,0,3
34,1,78,4.1,0,1,5,21,0,23,0,12,0,3,2,0,4
23,1,94,4.6,0,1,14,8,0,34,0,7,0,4,4,4,1
32,1,74,2.5,0,1,18,16,1,36,0,23,1,4,1,1,5
68,1,52,3.7,0,1,14,6,0,15,2,0,0,0,0,2,1
30,1,81,3.8,0,1,5,9,2,43,0,1,0,0,1,0,1
66,1,20,2.6,0,1,15,1,0,35,0,15,2,0,0,1,1
62,1,32,3.7,0,1,3,12,0,42,2,9,1,3,1,4,1
50,1,63,2.6,0,1,12,2,1,25,2,4,0,2,1,0,1
55,1,79,3.1,0,1,43,2,1,36,0,4,0,4,4,0,1
19,1,23,2.5,0,1,35,22,0,43,0,5,2,0,2,1,0
67,1,64,4.9,0,1,36,5,0,15,0,7,2,0,0,0,4
18,1,69,4.5,0,1,3,20,0,13,0,17,2,0,3,0,4
58,1,69,3.4,0,1,27,10,0,12,0,10,0,0,4,0,0
69,1,24,3.9,0,1,21,12,0,14,0,17,2,1,1,0,5
62,1,50,3.7,0,1,18,17,0,11,0,23,1,0,4,4,5
28,1,97,2.6,0,1,16,5,0,31,1,20,0,1,1,2,5
53,1,91,3.4,0,1,18,13,1,33,1,4,0,3,4,4,0
27,1,37,4.9,0,1,19,1,0,11,0,23,0,4,4,0,0
55,1,55,3.9,0,1,1,9,2,12,1,23,2,4,0,0,0
34,1,52,3.6,0,1,39,11,0,14,2,11,2,4,0,0,0
25,1,80,4.6,0,1,49,7,0,11,0,2,0,2,3,4,3
66,1,79,4.0,0,1,43,20,0,36,0,5,0,1,0,1,2
57,1,23,3.6,0,1,31,6,0,30,0,3,1,0,1,2,1
46,1,73,3.5,0,1,40,12,0,42,0,0,2,0,2,4,1
38,1,99,4.1,0,1,2,5,0,28,0,8,0,0,4,0,0
23,1,22,3.0,0,1,46,22,0,10,0,17,0,0,4,3,1
42,1,68,4.4,0,1,35,7,0,29,0,22,1,3,4,2,1
25,1,92,4.4,0,1,42,4,0,20,1,3,0,1,0,1,4
55,1,77,3.7,0,1,3,12,0,48,0,21,2,3,0,4,2
62,1,37,4.8,0,1,32,3,2,28,2,10,0,3,3,2,1
41,1,79,2.9,0,1,48,14,0,28,0,22,2,2,4,2,0
58,1,51,3.1,0,1,34,8,0,9,2,15,2,0,0,1,5
56,1,27,4.0,0,1,15,20,0,26,0,9,1,0,2,0,4
25,1,23,3.0,0,1,22,1,0,27,1,15,0,3,4,2,0
70,1,76,3.9,0,1,2,20,0,12,1,18,1,0,0,0,3
42,1,31,3.4,0,1,30,4,0,30,0,21,0,0,3,0,5
27,1,60,2.7,0,1,27,8,0,16,0,3,2,1,3,0,3
65,1,99,3.5,0,1,18,23,0,44,0,3,0,0,0,4,0
62,1,37,3.0,0,1,8,7,0,47,2,17,2,1,1,1,0
62,1,50,4.5,0,1,48,2,1,35,0,14,2,3,0,4,2
52,1,26,4.1,0,1,24,10,0,27,2,16,2,0,1,0,3
56,1,86,5.0,0,1,43,17,0,12,2,13,0,2,2,1,3
28,1,41,4.0,0,1,8,13,1,19,0,10,0,4,3,0,4
39,1,23,4.9,0,1,49,13,1,24,2,17,2,4,0,3,0
54,1,56,3.3,0,1,2,19,1,3,2,0,0,0,0,1,0
30,1,68,4.1,0,1,38,7,0,12,0,14,0,1,3,0,2
45,1,48,3.6,0,1,4,3,2,46,1,12,2,0,0,0,2
68,1,67,3.0,0,1,31,4,0,21,0,5,0,0,1,0,1
47,1,87,4.1,0,1,34,2,1,33,2,5,0,2,0,2,1
68,1,64,3.9,0,1,45,18,0,21,0,20,0,0,3,1,3
63,1,93,4.1,0,1,30,15,0,44,2,7,0,4,4,2,4
20,1,29,2.8,0,1,2,15,0,5,0,11,1,4,2,1,2
29,1,62,4.8,0,1,44,2,1,40,0,2,2,2,4,4,3
41,1,70,4.6,0,1,1,8,0,6,0,2,2,0,0,1,0
52,1,92,2.5,0,1,1,22,0,43,1,1,2,4,2,4,0
32,1,79,2.7,0,1,27,15,0,16,0,9,0,0,2,0,5
20,1,31,4.0,0,1,14,1,0,32,0,14,0,0,3,2,1
47,1,83,2.7,0,1,41,23,0,35,1,6,0,1,3,0,5
23,1,88,2.9,0,1,25,9,2,10,2,3,2,4,2,2,0
43,1,53,3.0,0,1,47,11,0,43,0,9,0,3,3,3,4
67,1,98,3.3,0,1,20,8,0,46,0,7,0,0,3,0,0
70,1,57,4.3,0,1,42,11,0,15,1,6,0,0,4,3,0
35,1,80,4.4,0,1,16,13,1,47,0,13,2,2,0,0,3
41,1,29,4.1,0,1,32,10,0,22,0,18,0,0,2,1,1
54,1,73,3.1,0,1,37,7,0,23,0,12,0,0,0,3,4
55,1,32,4.5,0,1,1,22,0,2,1,20,0,3,3,3,3
51,1,68,4.8,0,1,37,2,1,48,0,20,0,3,2,0,5
19,1,97,5.0,0,1,5,1,0,37,0,7,0,2,0,4,4
28,1,98,2.8,0,1,31,17,0,42,0,21,0,1,2,4,2
63,1,56,3.7,0,1,18,8,0,18,0,3,0,3,0,2,0
30,1,78,4.4,0,1,39,12,0,8,0,22,2,3,0,4,1
29,1,81,4.5,0,1,8,0,0,28,0,12,0,0,4,4,0
24,1,68,3.0,0,1,20,15,0,27,0,21,2,2,1,4,3
69,1,94,3.9,0,1,23,15,0,35,0,21,2,1,0,2,1
65,1,93,3.9,0,1,38,4,0,2,0,0,0,0,0,3,2
64,1,99,3.5,0,1,45,5,0,31,0,3,0,4,2,0,2
40,1,49,4.9,0,1,44,5,0,46,0,23,2,0,2,2,2
24,1,28,3.4,0,1,20,10,0,42,2,1,2,4,3,3,3
66,1,93,4.1,0,1,34,0,0,39,2,3,2,4,3,3,0
35,1,24,2.9,0,1,10,9,2,27,0,17,0,2,2,3,5
67,1,35,3.4,0,1,3,18,0,18,0,8,0,0,1,3,0
69,1,68,3.2,0,1,23,13,1,39,1,0,0,4,0,2,2
26,1,61,3.9,0,1,42,0,0,15,0,11,1,2,1,0,0
23,1,74,4.1,0,1,30,22,0,7,2,23,0,0,3,2,0
27,1,64,4.5,0,1,21,15,0,41,0,18,1,1,3,0,1
30,1,60,2.8,0,1,50,19,1,29,0,12,0,3,3,3,5
48,1,29,2.8,0,1,16,10,0,39,1,19,0,3,0,0,0
44,1,85,4.6,0,1,32,13,1,28,0,18,1,2,3,4,0
29,1,81,3.0,0,1,14,12,0,12,1,8,1,0,1,0,2
29,1,23,3.6,0,1,42,0,0,16,0,19,0,0,0,4,0
67,1,100,4.5,0,1,47,23,0,46,0,3,0,0,2,1,1
42,1,54,5.0,0,1,21,15,0,17,0,13,0,4,0,2,5
23,1,25,2.9,0,1,37,19,1,10,0,5,0,0,2,1,3
34,1,32,3.1,0,1,10,1,0,30,0,18,1,4,2,1,0
64,1,63,4.0,0,1,18,0,0,24,1,13,0,0,0,3,1
31,1,56,4.5,0,1,2,12,0,22,2,14,0,4,0,3,1
54,1,33,4.5,0,1,40,22,0,0,0,2,2,0,2,3,0
23,1,32,3.1,0,1,43,3,2,23,0,0,1,3,0,3,0
59,1,38,4.4,0,1,14,4,0,37,0,17,1,1,2,1,1
32,1,21,4.7,0,1,41,1,0,9,0,9,1,0,4,0,4
43,1,59,3.1,0,1,38,8,0,38,0,2,2,1,4,1,1
32,1,87,4.2,0,1,12,16,1,40,0,11,0,1,0,4,0
66,1,79,3.0,0,1,19,23,0,23,0,21,2,4,4,0,3
70,1,28,2.6,0,1,23,16,1,23,0,9,1,0,1,1,0
42,1,67,3.4,0,1,49,2,1,23,1,10,1,4,1,2,0
56,1,75,4.2,0,1,29,17,0,22,0,7,0,3,0,2,4
28,1,32,4.6,0,1,14,0,0,2,1,9,0,3,3,2,0
28,1,43,2.8,0,1,19,12,0,15,0,7,0,1,1,0,3
52,1,93,2.7,0,1,19,17,0,5,0,11,0,4,0,1,0
65,1,24,4.0,0,1,48,21,0,34,0,10,0,1,3,0,5
56,1,31,3.1,0,1,19,7,0,3,2,19,0,3,1,2,0
59,1,84,3.7,0,1,45,23,0,23,0,13,2,1,0,0,1
23,1,74,4.0,0,1,17,12,0,45,0,21,2,1,2,0,4
58,1,62,4.6,0,1,15,17,0,30,0,23,0,0,3,2,1
39,1,77,3.8,0,1,11,11,0,12,1,13,1,1,1,1,2
28,1,73,3.5,0,1,1,0,0,35,0,5,1,4,0,0,3
40,1,50,4.6,0,1,17,16,1,41,0,8,0,0,1,0,3
52,1,40,2.8,0,1,37,3,2,7,0,20,2,1,3,0,5
37,1,97,3.7,0,1,40,22,0,37,0,13,2,2,3,0,5
70,1,63,3.3,0,1,50,5,0,41,0,8,0,3,0,3,1
30,1,65,2.9,0,1,20,6,0,43,0,3,0,1,3,3,0
38,1,91,3.2,0,1,8,20,0,18,0,9,0,1,3,3,0
66,1,60,4.3,0,1,16,8,0,0,1,5,0,0,4,0,4
29,1,69,2.7,0,1,9,12,0,10,0,9,2,0,2,0,4
46,1,52,4.2,0,1,12,3,2,46,1,22,0,2,4,4,3
56,1,49,4.8,0,1,26,2,1,26,0,9,0,1,0,1,5
23,1,85,4.8,0,1,44,19,1,35,0,3,0,3,4,2,2
37,1,86,3.4,0,1,19,22,0,40,0,18,0,4,0,1,0
56,1,51,2.6,0,1,43,6,0,0,1,23,2,0,3,3,2
36,1,56,5.0,0,1,5,0,0,12,0,12,2,3,2,0,1
40,1,72,4.4,0,1,5,0,0,10,0,14,0,1,2,2,1
26,1,27,2.9,0,1,31,8,0,37,2,23,0,2,3,0,4
57,1,43,3.4,0,1,11,21,0,1,2,23,1,0,0,0,3
68,1,56,3.4,0,1,34,19,1,7,0,8,0,4,3,0,3
56,1,37,4.9,0,1,14,23,0,30,1,21,0,1,2,0,0
40,1,21,3.6,0,1,42,4,0,25,0,22,0,1,3,4,5
44,1,91,3.0,0,1,15,8,0,22,0,22,2,1,1,4,0
44,1,95,3.9,0,1,47,22,0,43,0,4,1,4,0,0,3
19,1,54,3.2,0,1,23,0,0,25,2,16,0,3,3,1,2
21,1,36,3.2,0,1,23,20,0,38,2,0,0,0,2,0,0
31,1,71,4.3,0,1,1,21,0,6,0,13,0,0,2,0,1
30,1,31,2.8,0,1,28,3,2,43,0,11,1,1,0,0,4
65,1,89,4.5,0,1,37,7,0,12,2,13,0,0,2,1,0
39,1,83,4.1,0,1,4,12,0,35,0,19,2,0,2,0,1
64,1,42,3.6,0,1,21,0,0,18,0,6,0,2,0,0,4
59,1,91,3.0,0,1,50,17,0,7,0,1,1,4,0,3,0
49,1,61,4.0,0,1,34,9,2,12,0,4,0,2,1,0,0
24,1,66,3.5,0,1,20,0,0,41,1,17,1,4,2,0,4
19,1,22,2.5,0,1,25,14,0,25,2,15,0,2,4,4,1
27,1,68,4.3,0,1,26,8,0,31,1,4,2,2,4,0,2
56,1,43,2.8,0,1,4,18,0,0,0,0,0,0,0,0,0
49,1,32,3.7,0,1,39,4,0,0,0,0,0,0,2,2,3
41,1,46,4.3,0,1,29,3,2,4,0,6,0,0,0,0,5
36,1,90,4.0,0,1,47,1,0,47,0,17,1,0,0,3,4
68,1,75,4.7,0,1,5,7,0,6,0,23,0,0,0,0,1
28,1,69,4.5,0,1,18,6,0,12,0,10,2,3,4,0,2
45,1,40,3.1,0,1,10,0,0,13,0,10,0,2,1,1,2
60,1,63,3.8,0,1,25,0,0,13,1,0,0,4,0,0,4
21,1,36,4.9,0,1,2,15,0,47,0,13,1,4,0,0,5
32,1,75,3.2,0,1,48,16,1,13,0,7,2,0,3,4,2
27,1,67,2.9,0,1,41,14,0,24,0,14,1,3,0,0,1
40,1,64,2.8,0,1,42,12,0,22,0,3,0,3,4,1,3
64,1,61,4.0,0,1,44,1,0,20,0,6,0,1,0,3,0
18,1,40,2.6,0,1,6,5,0,44,0,20,2,1,4,0,4
22,1,97,2.7,0,1,5,6,0,30,0,17,0,2,1,0,4
42,1,31,4.1,0,1,8,19,1,17,0,2,0,4,0,1,0
57,1,65,5.0,0,1,24,13,1,28,0,15,0,0,1,3,0
33,1,54,3.0,0,1,42,21,0,18,0,12,0,1,2,4,3
37,1,49,3.6,0,1,24,9,2,15,2,9,0,3,1,4,5
21,1,64,2.8,0,1,38,23,0,21,0,16,0,4,0,4,0
51,1,35,4.6,0,1,41,19,1,19,1,0,2,0,3,0,2
30,1,86,2.9,0,1,48,16,1,11,0,7,2,0,3,4,4
68,1,55,4.8,0,1,16,9,2,20,0,2,2,4,0,0,4
36,1,58,3.3,0,1,4,14,0,47,0,0,0,0,0,4,3
46,1,96,4.6,0,1,8,19,1,0,0,0,0,0,3,0,5
41,1,64,2.6,0,1,1,11,0,22,0,8,0,2,4,0,0
68,1,56,4.0,0,1,4,9,2,35,0,18,0,0,2,2,4
21,1,85,3.8,0,1,20,1,0,18,0,5,2,1,3,1,3
62,1,23,3.9,0,1,40,4,0,2,0,9,0,0,0,0,4
59,1,72,2.6,0,1,8,14,0,11,0,13,0,2,4,2,2
25,1,38,4.3,0,1,42,7,0,2,0,11,1,4,3,2,5
53,1,29,3.6,0,1,38,1,0,22,1,22,2,0,0,1,0
31,1,46,4.2,0,1,34,5,0,2,0,23,0,2,0,4,1
46,1,58,3.9,0,1,14,5,0,10,0,23,0,0,0,3,2
26,1,43,4.7,0,1,39,3,2,13,0,10,0,3,2,0,5
47,1,32,2.8,0,1,40,14,0,46,0,20,0,0,2,3,0
37,1,30,3.0,0,1,49,12,0,47,2,9,2,0,2,2,3
55,1,67,4.7,0,1,33,21,0,19,1,10,1,0,4,3,0
30,1,45,2.5,0,1,25,4,0,41,0,4,1,0,1,1,5
19,1,81,3.1,0,1,48,7,0,25,0,12,2,0,4,4,0
36,1,23,3.6,0,1,22,0,0,26,0,17,0,4,2,1,1
23,1,59,3.5,0,1,1,13,1,12,0,1,0,0,0,3,5
62,1,21,3.1,0,1,47,21,0,32,0,22,1,0,0,3,3
26,1,20,3.6,0,1,20,0,0,8,0,14,0,0,4,1,0
36,1,28,3.5,0,1,10,11,0,29,0,3,2,4,2,2,5
33,1,100,2.7,0,1,39,20,0,27,0,14,2,0,4,1,3
32,1,46,3.6,0,1,15,15,0,45,0,20,0,4,0,2,3
56,1,61,4.5,0,1,11,6,0,26,2,3,0,0,0,1,0
58,1,58,4.1,0,1,38,1,0,17,0,23,2,2,1,4,5
34,1,50,4.2,0,1,41,0,0,10,0,1,0,1,3,0,2
61,1,93,4.0,0,1,18,7,0,40,0,16,1,4,4,2,0
48,1,24,2.8,0,1,13,18,0,16,0,7,1,3,4,4,4
25,1,100,2.6,0,1,43,17,0,20,0,3,1,2,0,4,0
51,1,79,2.7,0,1,12,1,0,27,1,8,0,4,4,0,4
29,1,51,4.5,0,1,3,20,0,21,0,0,1,2,4,1,0
54,1,90,3.7,0,1,12,0,0,11,0,1,2,0,1,1,1
48,1,56,3.4,0,1,46,2,1,10,0,18,1,3,1,0,4
62,1,25,4.6,0,1,21,17,0,24,1,2,0,0,3,2,2
18,1,75,4.1,0,1,23,15,0,0,0,21,1,0,0,4,1
43,1,75,2.6,0,1,4,6,0,24,0,13,1,2,1,2,4
22,1,53,4.6,0,1,45,10,0,3,2,6,1,0,4,3,1
68,1,100,3.0,0,1,24,4,0,36,1,5,0,1,3,0,2
44,1,27,3.4,0,1,3,4,0,41,0,3,0,3,1,3,0
51,1,60,3.5,0,1,12,13,1,20,1,0,0,3,1,4,1
66,1,23,3.5,0,1,34,9,2,5,1,8,0,0,3,0,1
59,1,40,3.7,0,1,39,3,2,48,1,22,2,2,2,1,0
60,1,38,4.8,0,1,35,12,0,20,0,23,1,1,1,3,1
31,1,90,4.9,0,1,8,0,0,39,1,13,1,3,4,1,0
20,1,97,4.9,0,1,42,1,0,32,1,7,1,2,0,3,4
24,1,38,4.7,0,1,6,18,0,18,0,5,0,4,3,1,1
48,1,30,4.9,0,1,3,13,1,20,1,13,1,3,1,1,2
39,1,88,2.9,0,1,29,12,0,39,0,4,0,0,0,4,4
34,1,33,4.4,0,1,32,7,0,7,0,0,2,0,0,2,4
70,1,60,3.2,0,1,45,8,0,21,0,23,2,4,2,2,5
59,1,64,4.6,0,1,21,22,0,30,0,11,1,3,1,2,0
45,1,95,4.0,0,1,41,14,0,35,2,0,0,2,3,0,5
35,1,83,3.7,0,1,23,19,1,21,0,6,2,4,1,3,2
69,1,97,4.2,0,1,14,2,1,24,2,13,2,2,1,0,0
58,1,38,2.9,0,1,24,3,2,45,0,4,0,0,3,2,3
25,1,48,4.8,0,1,25,2,1,29,0,10,1,1,2,0,2
27,1,76,4.4,0,1,13,13,1,1,0,15,0,0,3,4,3
34,1,25,3.4,0,1,3,12,0,25,1,20,1,2,1,4,1
53,1,92,2.8,0,1,42,8,0,10,1,21,0,0,0,1,0
58,1,47,4.2,0,1,2,13,1,10,0,19,0,3,2,0,3
32,1,36,3.8,0,1,26,22,0,43,0,15,0,4,0,0,4
64,1,51,3.1,0,1,24,0,0,2,0,5,0,4,0,1,0
63,1,35,3.2,0,1,6,10,0,48,2,17,1,2,0,1,4
23,1,57,3.0,0,1,25,8,0,29,1,0,1,1,2,3,3
64,1,95,3.6,0,1,11,2,1,46,0,0,1,0,1,1,1
18,1,41,2.5,0,1,20,20,0,30,0,9,2,2,4,0,1
25,1,44,3.4,0,1,25,4,0,11,1,19,2,3,1,0,4
54,1,34,2.5,0,1,35,9,2,42,0,11,0,4,2,3,4
60,1,25,4.7,0,1,11,9,2,4,0,1,0,4,0,0,4
36,1,93,3.2,0,1,41,2,1,44,1,19,2,3,0,0,2
66,1,50,2.9,0,1,17,19,1,8,0,11,2,0,1,1,0
60,1,79,4.9,0,1,1,12,0,0,0,18,0,2,0,3,1
59,1,100,2.7,0,1,30,3,2,24,1,12,0,4,4,3,1
58,1,57,4.7,0,1,47,15,0,36,1,6,0,0,0,4,2
35,1,28,2.9,0,1,34,22,0,23,0,14,0,2,0,4,5
20,1,35,4.8,0,1,18,16,1,17,0,23,2,3,0,4,2
70,1,85,4.6,0,1,33,2,1,36,0,21,0,4,3,4,0
54,1,95,5.0,0,1,42,21,0,35,1,17,1,3,0,4,4
38,1,90,4.8,0,1,2,19,1,42,1,3,1,4,0,4,4
54,1,49,4.9,0,1,1,11,0,34,0,0,1,1,4,0,3
33,1,92,4.6,0,1,23,0,0,24,0,14,2,0,0,0,4
46,1,72,3.9,0,1,42,5,0,25,2,21,2,0,4,0,0
58,1,71,4.5,0,1,3,17,0,0,0,7,1,3,4,3,0
30,1,27,4.7,0,1,16,11,0,33,2,12,2,1,4,2,2
42,1,39,3.9,0,1,46,5,0,2,1,18,0,0,0,0,2
28,1,98,4.4,0,1,31,11,0,22,0,16,2,2,3,3,1
43,1,27,3.9,0,1,15,13,1,3,0,18,0,4,2,0,1
31,1,71,2.8,0,1,48,11,0,0,1,6,0,3,0,4,1
39,1,24,3.5,0,1,11,7,0,12,0,20,0,0,4,0,5
69,1,63,4.3,0,1,20,17,0,47,0,21,0,0,0,1,1
31,1,72,3.9,0,1,6,22,0,28,1,15,0,0,2,1,3
44,1,61,4.0,0,1,24,1,0,37,0,19,0,0,0,0,3
39,1,56,4.1,0,1,18,7,0,48,0,10,0,1,2,1,3
24,1,32,4.3,0,1,1,0,0,35,2,18,1,1,3,3,1
28,1,23,4.2,0,1,13,5,0,45,0,1,1,3,1,4,0
48,1,100,4.0,0,1,2,3,2,45,0,0,0,2,3,0,5
39,1,74,3.6,0,1,26,11,0,27,0,5,0,0,0,0,4
64,1,33,3.3,0,1,31,18,0,18,1,6,0,1,3,3,4
28,1,67,4.1,0,1,43,5,0,47,1,10,0,4,0,0,5
39,1,61,4.7,0,1,12,11,0,19,1,23,1,3,2,2,0
49,1,46,4.4,0,1,22,17,0,25,0,19,1,0,4,4,1
22,1,56,3.4,0,1,3,5,0,25,0,17,0,0,3,0,2
25,1,73,5.0,0,1,23,19,1,10,1,23,0,0,1,4,1
40,1,44,4.6,0,1,26,18,0,1,0,0,1,1,4,3,0
23,1,44,4.0,0,1,37,7,0,9,0,15,2,4,3,1,5
24,1,26,4.1,0,1,42,11,0,23,2,10,1,3,2,4,4
66,1,52,4.9,0,1,15,19,1,16,0,12,0,4,0,4,0
27,1,54,2.7,0,1,10,15,0,2,1,0,1,4,1,0,4
62,1,38,4.5,0,1,3,9,2,31,0,11,1,4,1,4,4
70,1,44,2.7,0,1,44,0,0,32,1,5,0,4,3,1,4
43,1,76,3.0,0,1,23,23,0,24,0,6,0,0,2,0,2
45,1,23,4.5,0,1,6,11,0,37,0,2,2,3,2,3,5
63,1,98,5.0,0,1,9,23,0,10,0,16,2,1,3,4,0
69,1,33,3.8,0,1,16,9,2,20,1,10,0,2,0,2,1
59,1,32,3.1,0,1,46,22,0,11,0,19,1,3,3,4,2
19,1,85,3.4,0,1,24,2,1,8,1,12,0,0,1,1,1
63,1,69,4.8,0,1,22,10,0,0,0,11,1,4,2,2,3
37,1,55,2.7,0,1,13,10,0,0,2,18,0,0,3,2,1
37,1,66,3.2,0,1,20,12,0,19,0,0,1,3,4,0,2
50,1,30,3.9,0,1,46,9,2,20,0,11,0,0,0,0,4
60,1,80,4.2,0,1,10,9,2,0,0,19,2,0,2,0,3
46,1,20,3.0,0,1,39,0,0,32,0,19,1,3,0,0,3
35,1,30,3.0,0,1,44,15,0,38,0,0,0,4,0,3,4
66,1,86,3.7,0,1,7,4,0,36,1,11,2,0,0,4,0
35,1,84,4.4,0,1,3,1,0,4,0,0,0,1,4,0,1
20,1,54,4.6,0,1,44,4,0,27,2,22,1,1,1,2,0
55,1,30,3.0,0,1,31,1,0,18,2,6,0,1,1,4,0
34,1,91,3.6,0,1,48,4,0,8,0,21,2,1,0,1,5
60,1,23,3.9,0,1,18,19,1,47,0,18,2,2,3,3,0
22,1,35,4.1,0,1,27,20,0,41,0,17,0,3,1,0,3
26,1,90,3.9,0,1,1,16,1,42,0,2,2,4,0,4,5
39,1,93,3.9,0,1,34,10,0,12,1,20,0,2,0,0,5
20,1,68,4.5,0,1,5,10,0,26,0,8,2,0,0,0,0
57,1,41,3.4,0,1,12,5,0,27,0,21,0,3,3,0,4
68,1,73,4.1,0,1,14,0,0,30,0,23,2,0,2,4,2
50,1,73,4.9,0,1,40,21,0,41,0,4,0,4,2,3,5
21,1,66,4.4,0,1,39,7,0,13,0,2,1,4,0,0,4
29,1,59,2.7,0,1,50,0,0,45,0,22,1,1,0,0,5
38,1,72,4.8,0,1,5,17,0,40,0,23,0,4,1,2,3
54,1,88,3.3,0,1,35,20,0,8,0,22,1,4,0,2,0
22,1,76,4.4,0,1,6,20,0,19,0,15,1,2,1,0,0
29,1,31,4.6,0,1,22,0,0,35,0,8,2,2,0,0,2
41,1,22,3.1,0,1,27,9,2,34,0,22,1,3,2,3,3
26,1,75,4.5,0,1,33,7,0,47,0,17,0,0,0,2,2
69,1,75,4.0,0,1,47,23,0,35,1,17,0,1,4,4,0
20,1,63,3.1,0,1,48,0,0,8,0,9,2,4,1,1,0
59,1,21,3.9,0,1,22,3,2,29,0,19,0,4,2,0,4
63,1,83,4.5,0,1,8,0,0,22,1,21,0,0,2,3,0
68,1,46,4.4,0,1,5,9,2,47,1,18,2,3,2,3,1
50,1,59,3.6,0,1,16,16,1,27,0,5,1,0,0,0,4
55,1,66,3.4,0,1,26,1,0,48,0,7,1,4,1,4,2
36,1,74,4.0,0,1,8,13,1,46,1,20,0,3,0,4,3
18,1,82,2.6,0,1,17,21,0,20,0,8,1,0,4,0,4
68,1,89,3.2,0,1,50,16,1,0,0,0,0,0,2,4,0
56,1,65,3.2,0,1,22,4,0,11,0,3,0,0,3,4,0
32,1,55,5.0,0,1,19,0,0,9,0,20,0,1,0,0,1
28,1,95,2.9,0,1,14,17,0,4,0,17,2,2,2,0,3
